Class_Name_1,URI_1,Instances_Names_1,Class_Name_2,URI_2,Instances_Names_2,Relation
cheese,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cheese," pepper jack ,  fin de siecle cheese ,  brimsen ",Athlete,http://dbpedia.org/ontology/Athlete," Timmy Fitzpatrick ,  Stephen Brett ,  Giovanni Gerbi ",0
cheese,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cheese," mature cheddar ,  strong tasting cheese ,  fondina cheese ",Cheese,http://dbpedia.org/ontology/Cheese," Kalitsounia ,  Abbey Cheese Company ,  Pálpusztai cheese ",1
cheese,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cheese," crottin de banon cheese ,  nostrano fiav  cheese ,  mozzarella cheese ",Chef,http://dbpedia.org/ontology/Chef," Alejandro Saravia (chef) ,  Nick Nairn ,  Ris Lacoste ",0
cheese,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:cheese," queso de jal n cheese ,  human cheese ,  caillou du rh ne cheese ",Disease,http://dbpedia.org/ontology/Disease," Sports injury ,  Chronic actinic dermatitis ,  Gold gram ",0
chef,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chef," robin derry ,  jeff prettyman ,  jeff allard ",Archaea,http://dbpedia.org/ontology/Archaea," Caldococcus ,  Crenarchaeota ,  Thermococcus profundus ",0
chef,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chef," michael rad ,  jerome tiongson ,  jesse nelson ",Cheese,http://dbpedia.org/ontology/Cheese," Feta ,  Acceglio (cheese) ,  Burrata ",0
chef,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chef," michael walsh ,  jeff gordon ,  johnny iuzzini ",Chef,http://dbpedia.org/ontology/Chef," Jean-Paul Jeunet ,  Suvir Saran ,  Jean Sulpice ",1
chef,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chef," chris walker ,  david fulcher ,  jerome gilliam ",Coach,http://dbpedia.org/ontology/Coach," Buddy Nix ,  Jim Marshall (coach) ,  Bob Higgins (American football) ",0
chemical,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chemical," hydrochloride ,  paracetamol ,  oxprenolol hydrochloride ",ChemicalSubstance,http://dbpedia.org/ontology/ChemicalSubstance," Trimethylsilane ,  Calcium lactate gluconate ,  Seratrodast ",1
chemical,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chemical," sertraline ,  doxorubicin ,  diphenylphosphine oxide ",Criminal,http://dbpedia.org/ontology/Criminal," Gullu Butt ,  Glogova massacre ,  Brenden Abbott ",0
chemical,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chemical," glycopyrrolate ,  metoprolol ,  nitrogen  ",Drug,http://dbpedia.org/ontology/Drug," Rectal microbicide ,  Roxindole ,  Eastern Continental Trail ",0
chemical,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:chemical," potassium nitrate ,  liquid dries ,  art metals ",Protein,http://dbpedia.org/ontology/Protein," ATG16L1 ,  HTRA1 ,  MTA3 ",0
city,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city," west cobb ,  handan ,  taormina ",Activity,http://dbpedia.org/ontology/Activity," Twin Tin Bots ,  Mississippi Queen (board game) ,  Probe (parlor game) ",0
city,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city," jennings ,  gujranwala ,  gobowen ",Celebrity,http://dbpedia.org/ontology/Celebrity,,0
city,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city," vimercate ,  louangphrabang ,  ashland ",City,http://dbpedia.org/ontology/City," Bavet ,  Haines City, Florida ,  Homewood, Alabama ",1
city,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city," tucson arizona ,  bad wimpfen ,  kungsbacka ",Country,http://dbpedia.org/ontology/Country," Margraviate of Landsberg ,  Republic of Upper Volta ,  German Samoa ",0
city,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city," porto vesme ,  stamford ,  harbor city ",ShoppingMall,http://dbpedia.org/ontology/ShoppingMall," Victoria Gardens Shopping Centre ,  Macarthur Square ,  Jupiter City Shopping Center ",0
city,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:city," vetlanda ,  hague netherlands ,  leighlinbridge ",Stadium,http://dbpedia.org/ontology/Stadium," Mini Estadi ,  Nongo Stadium ,  Stade Marcel-Deflandre ",0
coach,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach," robert trent jones jr ,  landis ware ,  tyler henson ",Architect,http://dbpedia.org/ontology/Architect," Otis Manson ,  Frederick Staples Benedict ,  Le Corbusier ",0
coach,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach," brian ostrosser ,  jeff mcinnis ,  erik kratz ",Athlete,http://dbpedia.org/ontology/Athlete," Donalda Duprey ,  Richard Roberts (soccer) ,  Claus Dethloff ",0
coach,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach," bill hinchman ,  charlie bell ,  garrett mock ",Beach,http://dbpedia.org/ontology/Beach,,0
coach,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach," johnny beck ,  matt clement ,  chris hulit ",Coach,http://dbpedia.org/ontology/Coach," Don Matthews ,  Wayne Wilson (ice hockey) ,  Z. N. Estes ",1
coach,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:coach," dayan viciedo ,  shane benson ,  tom weiskopf ",Monarch,http://dbpedia.org/ontology/Monarch," Tahmuras ,  Eze Nri Ènweleána II Obidiegwu Onyeso ,  Eormenred of Kent ",0
color,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:color," turquiose ,  long color ,  dusty purple ",Bird,http://dbpedia.org/ontology/Bird," Macquarie rail ,  New Zealand bellbird ,  Three-wattled bellbird ",0
color,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:color," gay color ,  cinnamon color ,  bright gold ",Colour,http://dbpedia.org/ontology/Colour," Streak (mineralogy) ,  Legislative districts of Cebu City ,  Sienna ",1
color,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:color," pinkish red color ,  dark chocolate brown color ,  acid yellow ",Country,http://dbpedia.org/ontology/Country," Bavand dynasty ,  Pakualaman ,  Hajdučka Republika Mijata Tomića ",0
color,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:color," navy blue sky ,  deep scarlet red ,  shadow ",Plant,http://dbpedia.org/ontology/Plant," Schombocattleya ,  Shidao Bay Nuclear Power Plant ,  Euodia (plant) ",0
comedian,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian," mark rosman ,  linda hogan ,  prince william ",Comedian,http://dbpedia.org/ontology/Comedian," Phoebe Robinson ,  Aubrey Plaza ,  Hirofumi Suga ",1
comedian,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian," st   louis cardinals spring training ,  edward james olmos and mary mcdonnell ,  lynne redgrave ",Convention,http://dbpedia.org/ontology/Convention," Tour of the Moon ,  Congress on the French language in Canada ,  Great North Run ",0
comedian,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian," amy jo strutt ,  andrew bleak ,  kent cheng ",Film,http://dbpedia.org/ontology/Film," MÁG ,  Lock Up (film) ,  Nights in Andalusia ",0
comedian,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian," marius goring ,  pierre fresnay ,  edward hogg ",Media,http://dbpedia.org/ontology/Media,,0
comedian,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:comedian," bill wilson ,  keegan michael key ,  rae allen ",Model,http://dbpedia.org/ontology/Model," Tomas Skoloudik ,  Sofia Mechetner ,  Paraphilic infantilism ",0
conference,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference," javax  servlet servlet interface ,  mysql conference ,  ichu ",AcademicConference,http://dbpedia.org/ontology/AcademicConference," E820 ,  International Conference on Computer Vision ,  Technozion ",1
conference,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference," class threadpool ,  web 2 0 conference ,  music education conference ",Continent,http://dbpedia.org/ontology/Continent," Asia ,  Atlantica ,  Nonestica ",0
conference,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference," interface httpsession ,  international energy conference ,  interface listiterator ",Convention,http://dbpedia.org/ontology/Convention," Splinter bid ,  Who Shot Rock & Roll ,  Singapore Airshow ",0
conference,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference," dancelife teacher conference ,  dsl access ,  class java awt component component accessibleawtcomponent ",Country,http://dbpedia.org/ontology/Country," History of Athens ,  First Mexican Empire ,  Île Saint-Paul ",0
conference,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference," interface iarchstructure parameters ,  internet there ,  hfc network ",Currency,http://dbpedia.org/ontology/Currency," Tunisian rial ,  Salvadoran peso ,  Algerian budju ",0
conference,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:conference," natas conference ,  october conference ,  interface tbytecollection parameters ",Website,http://dbpedia.org/ontology/Website," Rough Cuts (radio series) ,  Scout (travel website) ,  PIDBA: The Paleoindian Database of the Americas ",0
continent,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:continent," south america ,  europe ,  australian continent",Continent,http://dbpedia.org/ontology/Continent," Atlantica ,  Islam in Africa ,  Zothique ",1
continent,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:continent,"australia ,  europe ,  australian continent",Monument,http://dbpedia.org/ontology/Monument," Holy Trinity Statue, Șimleu Silvaniei ,  Monument to Nizami Ganjavi in Rome ,  František Palacký Monument, Prague ",0
continent,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:continent,"australia ,  north america ,  south america ",MountainRange,http://dbpedia.org/ontology/MountainRange," Colton Hills ,  Serra Calderona ,  Murovdag ",0
continent,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:continent," antarctica ,  south america , australia ",SportsLeague,http://dbpedia.org/ontology/SportsLeague," South Lancs/Cheshire 2 ,  Hawaii Winter Baseball ,  Kent 4 ",0
continent,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:continent,"australia ,  africa ,  south america ",TelevisionStation,http://dbpedia.org/ontology/TelevisionStation," KGPE ,  DYME-TV ,  Escape (Sirius XM) ",0
convention,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention," midwest furfest ,  fanhistoricon ,  piricon ",Comedian,http://dbpedia.org/ontology/Comedian," The Water Coolers ,  Jeff Mirza ,  Bernard O'Shea ",0
convention,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention," anime festival wichita ,  garasu no shi con ,  seito chibicon ",Convention,http://dbpedia.org/ontology/Convention," Moscone Center ,  Pittsburgh Wine Festival ,  Brickvention ",1
convention,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention," tacticon ,  ny comiccon ,  anime revolution ",Country,http://dbpedia.org/ontology/Country," Bihać Republic ,  Osroene ,  Palemonids ",0
convention,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention," roscon ,  dallas all con ,  eirtakon ",Election,http://dbpedia.org/ontology/Election," Fractional freezing ,  Danish Folketing election, 1947 ,  United States Senate election in Arkansas, 1980 ",0
convention,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:convention," creative commons non commercial license ,  midohiocon ,  another anime con ",PoliticalParty,http://dbpedia.org/ontology/PoliticalParty," All Ceylon Islamic United Front ,  Karbi Longri N.C. Hills Liberation Front ,  Republican Party of Texas ",0
country,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country," united republic of ,  egypt cell ,  european union member countries ",City,http://dbpedia.org/ontology/City," Bloomington, Idaho ,  Pé de Serra ,  Deer Park, Ohio ",0
country,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country," turkey   malatya ,  american republics ,  hungary from wikipedia ",Colour,http://dbpedia.org/ontology/Colour," Catch-1782 ,  Throne Chairs of Norway ,  Dark Shadows: The Christmas Presence ",0
country,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country," russia   gelendzik ,  mexico chiapas ,  burundi   cell ",Country,http://dbpedia.org/ontology/Country," Principality of Transylvania (1570–1711) ,  The Companies (Model Articles) Regulations 2008 ,  Electoral district of Kurilpa ",1
country,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country," apo boxes ,  mexico   qr ,  latin american cities ",Mountain,http://dbpedia.org/ontology/Mountain," Penobscot Knob ,  Pariwana ,  Rahi Peak ",0
country,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country," uk url ,  poland   jelenia gora ,  south yemen ",PoliticalParty,http://dbpedia.org/ontology/PoliticalParty," Libertas Ireland ,  Khana Ratsadon ,  Ephraim Israel National Convention ",0
country,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country," russia   novgorod ,  indonesia   jayapura ,  russia   kamysin ",ShoppingMall,http://dbpedia.org/ontology/ShoppingMall," Fair Oaks Mall ,  Münsterplatz (Bern) ,  Mizner Park ",0
country,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:country," israel   haifa ,  russia   malojaroslavec ,  new zealand passport holders ",Winery,http://dbpedia.org/ontology/Winery," Ingleside Vineyards ,  Leland Stanford Winery ,  Leeuwin Estate ",0
county,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:county," catron county new mexico ,  tioga township ,  graham county arizona ",City,http://dbpedia.org/ontology/City," Souanké ,  Parepare ,  Minmaya, Aomori ",0
county,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:county," buckfield town ,  delanco township ,  lancaster pa  ",Country,http://dbpedia.org/ontology/Country," County of Zeeland ,  Tarnovo Constitution ,  Audism ",0
county,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:county," n5004 5004 graham county ,  balance of hinds county ,  nevada city city ",District,http://dbpedia.org/ontology/District,,*
county,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:county," dali city ,  houston city in fort bend county ,  mochudi ",Island,http://dbpedia.org/ontology/Island," Nobbys Head ,  Cummings Island ,  Maple Island ",0
county,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:county," quanah city ,  dawson city ,  marrow county ",Lake,http://dbpedia.org/ontology/Lake," Wunnummin Lake ,  Tampuqucha ,  Gleinkersee ",0
county,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:county," sheridan county nebraska ,  berrien county ,  placer county california ",Mountain,http://dbpedia.org/ontology/Mountain," Old Man of Coniston ,  Mount Buninyong ,  Huayanay ",0
criminal,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:criminal," articles four ways ,  links antique wing ,  john e  mclaughlin ",Criminal,http://dbpedia.org/ontology/Criminal," Jay Wesley Neill ,  Billy Cook (criminal) ,  Kid Cann ",1
currency,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:currency," el tipo ,  dollar dollars ,  asistentes ",Airport,http://dbpedia.org/ontology/Airport," Pribylovo, Leningrad Oblast ,  Susuman Airport ,  Benalla Airport ",0
currency,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:currency," preparado ,  los pesticidas ,  novos ",Currency,http://dbpedia.org/ontology/Currency," Piedmontese scudo ,  South Carolina pound ,  Croatian kuna ",1
currency,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:currency," dejarlos ,  dos videos ,  n50 000 rupiah ",ReligiousBuilding,http://dbpedia.org/ontology/ReligiousBuilding," Church of the Holy Transfiguration, Sarajevo ,  Beth Israel Congregation (Salisbury, Maryland) ,  Shwesandaw Pagoda (Twante) ",0
director,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:director," hype williams ,  ruchi narain ,  frank miller ",Actor,http://dbpedia.org/ontology/Actor," Lymari Nadal ,  Kaoru Kuroki ,  Alp Haydar ",0
director,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:director," kat coiro ,  douglas keeve ,  hal hartley ",Comedian,http://dbpedia.org/ontology/Comedian," Tahir Mamedov ,  Paul Putner ,  Noel Fielding ",0
director,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:director," isaac florentine ,  tarun mansukhani ,  kevin lima ",MovieDirector,http://dbpedia.org/ontology/MovieDirector,,1
director,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:director," tanya wexler ,  gregory michael ,  brandon mccormick ",TelevisionShow,http://dbpedia.org/ontology/TelevisionShow," Ore wa Abare Hatchaku ,  Reggie (TV series) ,  BBC Newsline ",0
disease,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease," lethal cancer ,  beta glucuronidase deficiency ,  adhd need ",Cheese,http://dbpedia.org/ontology/Cheese," Battle of the Queens (Aosta) ,  Bucheron ,  Le Douanier ",0
disease,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease," prothrombin deficiency ,  kidney stones ,  kohler s disease ",Disease,http://dbpedia.org/ontology/Disease," Northern subject rule ,  Tycoon's cap ,  Subacute bacterial endocarditis ",1
disease,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease," sydrome ,  amaurotic familial infantile idiocy ,  chromosome trisomy disorders ",Island,http://dbpedia.org/ontology/Island," Askrova ,  Kotelny Island ,  Hestan Island ",0
disease,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease," exocrinopathy ,  chronic bilirubin encephalopathy ,  metachromatic leukodystrophy ",State,http://dbpedia.org/ontology/State,,0
disease,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:disease," penfield syndrome ,  rett like syndrome ,  cyclosporine toxicity ",VideoGame,http://dbpedia.org/ontology/VideoGame," Musika ,  Novastrike ,  Dokapon MillenniumQuest ",0
drug,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:drug," pentolinium tartrate ,  nitro  ,  leutinizing hormone ",ChemicalSubstance,http://dbpedia.org/ontology/ChemicalSubstance," Norzoanthamine ,  Theobromine ,  Clofexamide ",0
drug,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:drug," urethane ,  bamnidazole ,  tamiflu ",Drug,http://dbpedia.org/ontology/Drug," Tarextumab ,  Mexazolam ,  Amylmetacresol ",1
drug,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:drug," meperidine and promethazine ,  cefquinome ,  pazoxide ",Plant,http://dbpedia.org/ontology/Plant," Ulmus 'Columella' ,  Oxyanthus montanus ,  Ribes roezlii ",0
earthquakeevent,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:earthquakeevent," philippines rocked by 20 earthquakes in two days ,  strong earthquake shakes northern thailand ,  n2008 lake kivu earthquake ",Earthquake,http://dbpedia.org/ontology/Earthquake," 1947 Wisconsin earthquake ,  2004 Chūetsu earthquake ,  1993 Scotts Mills earthquake ",1
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," n1953 election ,  scottish parliament election ,  albert c  read ",Celebrity,http://dbpedia.org/ontology/Celebrity,,0
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," june parliamentary elections ,  june general election ,  afghan presidential elections ",Convention,http://dbpedia.org/ontology/Convention," Synchronicity (Rock Festival, IIT Kanpur) ,  Cotswold Air Show ,  ConFurence ",0
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," n1960 legislative election ,  january 8 elections ,  second term 2c 1937 e2 80 931941 ",Election,http://dbpedia.org/ontology/Election," South Dakota gubernatorial election, 1998 ,  Farmer Field School ,  RSVP (invitations) ",1
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," n2005 national elections ,  n1957 general election ,  n2010 special election ",ProgrammingLanguage,http://dbpedia.org/ontology/ProgrammingLanguage," Basic4ppc ,  KRL (programming language) ,  IBM 1401 Symbolic Programming System ",0
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," n2002 midterm elections ,  november 8 general election ,  n1958 provincial election ",TelevisionShow,http://dbpedia.org/ontology/TelevisionShow," Python Hunters ,  Bromance (TV series) ,  Rising Damp ",0
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," n1966 general election ,  legislative elections last month ,  elections this fall ",TelevisionStation,http://dbpedia.org/ontology/TelevisionStation," TV Slon Extra ,  CKOS-TV ,  CNBC Asia ",0
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," us presidential election ,  n2010 primary election ,  afghan presidential election ",TradeUnion,http://dbpedia.org/ontology/TradeUnion," Writers Guild of America, West ,  Ecuador Confederation of Free Trade Union Organizations ,  US Airline Pilots Association ",0
election,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:election," bosnian elections ,  upcoming american election ,  labor day recess ",Website,http://dbpedia.org/ontology/Website," Do not look at the sun ,  LiveJournal ,  Diigo ",0
ethnicgroup,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:ethnicgroup," mvanip ,  poor canadian ,  rakahanga manihiki ",EthnicGroup,http://dbpedia.org/ontology/EthnicGroup," Discordianism ,  Orobii ,  Seth Vishandas Nihalchand ",1
ethnicgroup,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:ethnicgroup," mayaguduna ,  mokerang ,  lenakel ",Language,http://dbpedia.org/ontology/Language," Blank Peaks ,  Simte language ,  Tarauacá Kashinawa language ",0
filmfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:filmfestival," tromadance film festival ,  south african international film festival ,  filmlab festival ",Award,http://dbpedia.org/ontology/Award," BIG Television Awards ,  2011 MTV Europe Music Awards ,  NSW Volunteer of the Year ",0
filmfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:filmfestival," olympic bronze medal ,  the santa fe film festival ,  starlight cinema evian short film festival ",FilmFestival,http://dbpedia.org/ontology/FilmFestival," Southern Appalachian International Film Festival ,  2004 Toronto International Film Festival ,  Tropfest ",1
filmfestival,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:filmfestival," black lily film festival ,  san diego international film festival ,  santa barbara international film festival ",MusicFestival,http://dbpedia.org/ontology/MusicFestival," MAD about Waddesdon ,  Lowell Folk Festival ,  Sound Summit ",0
fish,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fish," urchin clingfish ,  pinecone fishes ,  lady fish ",Film,http://dbpedia.org/ontology/Film," Gasoline Gus ,  Jonah: A VeggieTales Movie ,  Dear Louise ",0
fish,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fish," white sea catfish ,  cleftbelly tre,  horse mackerel ",Fish,http://dbpedia.org/ontology/Fish," Macropsobrycon ,  Bluestripe snapper ,  Sternoptyx ",1
fungus,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fungus," certain molds ,  mold box ,  wickerhamiella domercqiae ",Disease,http://dbpedia.org/ontology/Disease," Hyperekplexia ,  Pemphigoid ,  Type introspection ",0
fungus,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fungus," mead yeast ,  ascomycota ,  yeasts fungi ",Fungus,http://dbpedia.org/ontology/Fungus," Cochliobolus ravenelii ,  Propolis (fungus) ,  Heterodermia ",1
fungus,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:fungus," yeasts ,  fungus phytophthora ,  concave mold ",Plant,http://dbpedia.org/ontology/Plant," Juniperus grandis ,  Clematis lasiantha ,  Corylus chinensis ",0
grandprix,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix," n1st italian grand prix 1967 ,  n1994 grand prix window ,  n1996 argentine grand prix ",ChemicalSubstance,http://dbpedia.org/ontology/ChemicalSubstance," Diisopropylzinc ,  Piranha solution ,  Fucosterol ",0
grandprix,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix," n1967 grand prix motorcycle racing season ,  grand prix gt ,  n1st 1976 italian grand prix ",Drug,http://dbpedia.org/ontology/Drug," Lorcaserin ,  Rokitamycin ,  Naloxol ",0
grandprix,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix," n1994 grand prix problem ,  german kanazawa grand prix ,  n1936 monaco grand prix ",GrandPrix,http://dbpedia.org/ontology/GrandPrix," 1990 Belgian Grand Prix ,  2016 New Zealand Grand Prix ,  Ten Tors ",1
grandprix,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:grandprix," n1954 australian grand prix ,  n1962 solitude grand prix ,  n2008 spanish grand prix ",Protein,http://dbpedia.org/ontology/Protein," Alpha-tubulin 3C ,  Glutamate decarboxylase ,  Porin (protein) ",0
highway,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:highway," new london turnpike ,  harewood road ,  mercer street ",Road,http://dbpedia.org/ontology/Road," Lincoln Road ,  Connecticut Route 142 ,  King Street, Cambridge ",1
hobby,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hobby," outdoor sports ,  body boarding ,  ringette ",Activity,http://dbpedia.org/ontology/Activity," Boot Hill (role-playing game) ,  Basilinda ,  Long track speed skating ",1
hobby,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hobby," mma fighting ,  paddleball ,  water skiiing ",Election,http://dbpedia.org/ontology/Election," United States House of Representatives elections in Michigan, 2004 ,  Acetogenesis ,  Pseudolikelihood ",0
hobby,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hobby," state of the art testing ,  monthly drawing ,  speed stacking ",Sport,http://dbpedia.org/ontology/Sport," Internet meme ,  List of Olympic medalists in cross-country skiing ,  BMW F800ST ",0
hospital,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hospital," virtua west jersey hospital voorhees ,  delta regional medical center ,  presbyterian university ",Hospital,http://dbpedia.org/ontology/Hospital," Frankston Hospital ,  Poliklinik Cheras ,  Star Valley Medical Center ",1
hospital,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hospital," reeves county juvenile detention center ,  kalispell regional hospital ,  holdenville general hospital ",Hotel,http://dbpedia.org/ontology/Hotel," White Swan Hotel, Alnwick ,  Hotel Ukraine ,  Park Central Hotel San Francisco ",0
hospital,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hospital," james a  haley va ,  ryder memorial hospital ,  gettysburg hospital ",ShoppingMall,http://dbpedia.org/ontology/ShoppingMall," Westmount Mall ,  Starfield Hanam ,  Ramee Mall ",0
hospital,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hospital," legacy good samaritan ,  southern hills hospital   medical center ,  share memorial hospital ",University,http://dbpedia.org/ontology/University," Saint Louis University School of Social Work ,  Burapha University ,  De La Salle–College of Saint Benilde ",0
hotel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel," embassy suites new york ,  maho beach hotel   casino ,  downtown howard johnson hotel ",City,http://dbpedia.org/ontology/City," Gauripur, India ,  Indian Rocks Beach, Florida ,  Shahe, Hebei ",0
hotel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel," best western grant park hotel chicago south ,  french lick sheraton hotel ,  niagara falls hotel ",Hospital,http://dbpedia.org/ontology/Hospital," Catherine-de-Barnes Isolation Hospital ,  Tayler Bequest Hospital (Mount Fletcher) ,  Simi Valley Hospital ",0
hotel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel," kurashiki hotel ,  hotel deutsches theater ,  ramada amsterdam city centre ",Hotel,http://dbpedia.org/ontology/Hotel," Lighthouse Hotel ,  Grand Hotel d'Angkor ,  Casapueblo ",1
hotel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel," jumeirah beach hotel ,  the bayview hotel ,  hotel casa maya ",Model,http://dbpedia.org/ontology/Model," Gabriella Demetriades ,  Eliana Ramos ,  Brad Kroenig ",0
hotel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel," wellesley inn miami lakes ,  netherlands antilles hotels ,  rayong resort ",Protein,http://dbpedia.org/ontology/Protein," OR51I2 ,  GMPPB ,  Teduglutide ",0
hotel,http://rtw.ml.cmu.edu/rtw/kbbrowser/pred:hotel," hotel aalborg ,  best west hotel ,  nirwana resort hotel ",ShoppingMall,http://dbpedia.org/ontology/ShoppingMall," Albany Mall ,  Gunwharf Quays ,  Cascade Mall ",0
